ngram,High,Low,Medium,None
언로/NNG 가/JKS 차단/NNG,1,0,0,0
언제/MAG 여자/NNG 와/JKB,1,0,0,0
언젠가/MAG 는/JX 얼핏/MAG,0,0,1,0
얻/VV 어/EC 내/VX,0,1,0,0
얻/VV 어/EC 오*/VV,0,0,1,0
얻/VV 은/ETM 측면/NNG,0,0,1,0
얼/VV ㄴ/ETM 가슴/NNG,0,0,1,0
얼굴/NNG 뒤/NNG 에/JKB,0,0,1,0
얼굴/NNG 로/JKB 서/VV,0,0,1,0
얼굴/NNG 을/JKO 가지/VV,1,0,0,0
얼마/NNG 받/VV 겠/EP,0,0,1,0
얼마/NNG 이/VCP 든지/EC,1,0,1,0
얼마나/MAG 어렵/VA ㄴ/ETM,0,0,1,0
얼마나/MAG 오랜/MM 사색/NNG,1,0,0,0
얼마나/MAG 오랜/MM 시간/NNG,1,0,0,0
얼마나/MAG 유효/NNG 하/XSA,0,0,1,0
얼마나/MAG 종류/NNG 가/JKS,0,0,1,0
얼마나/MAG 좋/VA 습니까/EF,0,0,1,0
얼마나/MAG 지난/XR 하/XSA,1,0,0,0
얼핏/MAG 보/VV 기/ETN,0,0,1,0
얼핏/MAG 희망/NNG 을/JKO,0,0,1,0
얽매이/VV 지/EC 않/VX,0,0,1,0
엄마/NNG 가/JKS 하/VV,0,0,1,0
엄마/NNG 를/JKO 이해/NNG,0,0,1,0
엄마/NNG 보/VV 고/EC,1,0,0,0
엄마/NNG 처럼/JKB 버림받/VV,0,0,1,0
엄밀히/MAG 말/NNG 하/XSV,0,0,0,1
엄숙/XR 하/XSA 고/EC,0,0,1,0
엄청나/VA ㄴ/ETM 성공/NNG,1,0,0,0
엄청나/VA ㄴ/ETM 유동/NNG,1,0,0,0
엄청나/VA ㄴ/ETM 재산/NNG,1,0,0,0
업/VV 고/EC 수미산/NNP,1,0,0,0
업무/NNG 가/JKS 단절/NNG,0,0,1,0
없/VA 는/ETM 동물/NNG,0,0,1,0
없/VA 는/ETM 몸/NNG,1,0,0,0
없/VA 는/ETM 위기감/NNG,1,0,0,0
없/VA 는/ETM 인생/NNG,0,0,1,0
없/VA 는/ETM 일/NNG,0,0,0,1
없/VA 는/ETM 초미/NNG,1,0,0,0
없/VA 는/ETM 힘/NNG,1,0,0,0
없/VA 어야/EC 겠/EP,0,0,1,0
없/VA 었/EP 다/EF,0,0,1,0
없/VA 었/EP 습니다/EF,0,0,1,0
없/VA 으나/EC 앞/NNG,0,0,1,0
없/VA 으시/EP ㄴ/ETM,0,0,1,0
없/VA 을/ETM 때/NNG,0,0,1,0
없/VA 을/ETM 만큼/NNB,0,0,0,1
없/VA 을/ETM 수/NNB,1,0,0,0
없/VA 지/EC 는/JX,0,0,1,0
없/VA 지/EC 않/VX,0,0,1,0
없이/MAG 걷/VV 는/ETM,0,0,1,0
없이/MAG 눈치/NNG 만/JX,0,0,1,0
없이/MAG 대중/NNG 화/XSN,0,0,1,0
없이/MAG 일/NNG 하/XSV,0,1,0,0
없이/MAG 좌수/NNG 로/JKB,0,0,1,0
없이/MAG 추락/NNG 하/XSV,1,0,0,0
엇나가/VV 는/ETM 양상/NNG,0,1,0,0
었/EP 고/EC 나중/NNG,0,0,1,0
었/EP 고/EC 면허/NNG,0,1,0,0
었/EP 는데/EC 아주/MAG,0,0,1,0
었/EP 는지/EC 알/VV,0,0,1,0
었/EP 다/EC 하/VV,0,0,1,0
었/EP 다고/EC 그러*/VV,0,0,1,0
었/EP 던/ETM 것/NNB,0,0,1,0
었/EP 던/ETM 유학/NNG,0,0,1,0
었/EP 어요/EC 지겹/VA,0,0,1,0
었/EP 으면/EC 하/VX,0,0,1,0
었/EP 을/ETM 것/NNB,0,0,2,0
었/EP 지만/EC 아무/NP,0,0,1,0
었/EP 지만/EC 장주/NNG,0,0,1,0
었/EP 지만/EC 지나/VV,0,0,1,0
엉뚱/XR 하/XSA 기/ETN,0,1,0,0
에/JKB 가/VV 았/EP,0,0,1,0
에/JKB 갑자기/MAG 호흡/NNG,0,0,1,0
에/JKB 고통/NNG 을/JKO,0,0,1,0
에/JKB 과거/NNG 로/JKB,0,0,1,0
에/JKB 관하/VV ㄴ/ETM,0,0,2,0
에/JKB 궁중/NNG 사극/NNG,0,1,0,0
에/JKB 그것/NP ㄴ/JX,0,0,1,0
에/JKB 깔리/VV 어/EC,0,0,1,0
에/JKB 꿀단지/NNG 가지/VV,0,0,1,0
에/JKB ㄴ/JX 다시/MAG,0,0,1,0
에/JKB ㄴ/JX 입술/NNG,0,0,1,0
에/JKB 나비/NNG 가/JKC,0,0,1,0
에/JKB 나서/VV 지/EC,0,1,0,0
에/JKB 넣/VV 어/EC,0,0,1,0
에/JKB 눈/NNG 오/VV,0,0,1,0
에/JKB 는/JX 가/VV,0,1,0,0
에/JKB 는/JX 결혼/NNG,0,1,0,0
에/JKB 는/JX 없/VA,0,0,1,0
에/JKB 는/JX 호박/NNG,0,0,1,0
에/JKB 달리/VV ㄴ/ETM,0,0,1,0
에/JKB 대하/VV ㄴ/ETM,1,0,5,0
에/JKB 대하/VV 아/EC,0,2,1,0
에/JKB 대하/VV 아서/EC,0,1,0,0
에/JKB 도/JX 강하/VA,0,0,1,0
에/JKB 도/JX 불구/XR,0,0,0,2
에/JKB 도/JX 역행/NNG,0,0,1,0
에/JKB 도움/NNG 을/JKO,0,0,2,0
에/JKB 도움/NNG 이/JKC,0,0,1,0
에/JKB 돌/NNG 을/JKO,0,0,1,0
에/JKB 동참/NNG 하/XSV,0,0,1,0
에/JKB 두르/VV 고/EC,0,1,0,0
에/JKB 들치/VV 어/EC,1,0,0,0
에/JKB 따르/VV 면/EC,0,0,1,2
에/JKB 따르/VV 아/EC,0,1,1,0
에/JKB 띄/VV 게/EC,1,0,0,0
에/JKB 만/JX 빠지/VV,0,0,1,0
에/JKB 만/JX 전념/NNG,0,0,1,0
에/JKB 많이/MAG 관여/NNG,0,1,0,0
에/JKB 맞서/VV 자/EC,0,0,1,0
에/JKB 모이/VV ㄴ/ETM,0,1,0,0
에/JKB 밀고/NNG 하/XSV,0,0,1,0
에/JKB 발리/VV ㄴ/ETM,0,1,0,0
에/JKB 백화점/NNG 등/NNB,0,0,1,0
에/JKB 변화/NNG 가/JKS,0,1,0,0
에/JKB 별도/NNG 의/JKG,0,0,1,0
에/JKB 본격/NNG 적/XSN,0,0,1,0
에/JKB 부합/NNG 하/XSV,0,0,1,0
에/JKB 불과/MAG 하/XSA,1,0,0,0
에/JKB 비/NNG 하/XSV,1,0,1,0
에/JKB 빛/NNG 이/JKS,0,0,1,0
에/JKB 빠지/VV 어/EC,0,1,2,0
에/JKB 살/VV 고/EC,0,1,0,0
에/JKB 살인/NNG 죄/NNG,0,0,1,0
에/JKB 서로/MAG 자랑/NNG,0,0,1,0
에/JKB 서로/NNG 를/JKO,0,0,1,0
에/JKB 손색/NNG 없/VA,1,0,0,0
에/JKB 숨/VV 어/EC,0,0,1,0
에/JKB 스스로/MAG 전화/NNG,0,0,1,0
에/JKB 아무런/MM 보탬/NNG,1,0,0,0
에/JKB 앉/VV 아/EC,0,1,0,0
에/JKB 알/VV 지/EC,0,0,1,0
에/JKB 어떤/MM 얼굴/NNG,0,0,1,0
에/JKB 어쩌/VV ㄹ/ETM,0,0,1,0
에/JKB 얽매이/VV 지/EC,0,0,1,0
에/JKB 올리/VV 기/ETN,0,0,1,0
에/JKB 우리/NP ㄴ/JX,0,0,2,0
에/JKB 위치/NNG 를/JKO,0,0,1,0
에/JKB 의/JKG 여성/NNG,0,0,1,0
에/JKB 의하/VV 아/EC,1,0,0,0
에/JKB 있/VV 는/ETM,0,1,0,0
에/JKB 있/VV 다/EC,0,0,1,0
에/JKB 있/VV 을까/EC,0,0,1,0
에/JKB 적격/NNG 이/VCP,1,0,0,0
에/JKB 적응력/NNG 이/JKS,0,0,1,0
에/JKB 정지선/NNG 을/JKO,0,0,1,0
에/JKB 좀/MAG 내놓/VV,0,0,1,0
에/JKB 주위/NNG 사람/NNG,0,0,1,0
에/JKB 쥐/VV ㄹ/ETM,0,0,1,0
에/JKB 지나/VV 지/EC,0,0,0,1
에/JKB 참여/NNG 하/XSV,0,0,1,0
에/JKB 충분/XR 하/XSA,0,0,1,0
에/JKB 크/VA ㄴ/ETM,0,0,1,0
에/JKB 통증/NNG 이/JKS,0,0,1,0
에/JKB 하/VV ㄴ/ETM,1,0,0,0
에/JKB 하/VV 았/EP,0,1,0,0
에/JKB 하나/NR 의/JKG,0,0,1,0
에/JKB 한/MM 번/NNB,0,0,1,0
에/JKB 흙탕물/NNG 튀/VV,1,0,0,0
에게/JKB 간신히/MAG 매달리/VV,0,0,1,0
에게/JKB ㄴ/JX 말/NNG,0,0,1,0
에게/JKB 나/NP 는/JX,0,0,1,0
에게/JKB 먹/VV 을/ETM,0,1,0,0
에게/JKB 소개/NNG 하/XSV,0,0,1,0
에게/JKB 알리/VV 어야만/EC,0,0,1,0
에게/JKB 의심/NNG 받/VV,0,0,1,0
에게/JKB 적극/NNG 적/XSN,0,0,1,0
에게/JKB 현실/NNG 이/JKC,0,0,1,0
에서/JKB 가/JKC 아니/VCN,0,1,0,0
에서/JKB 가장/MAG 솔직/XR,1,0,0,0
에서/JKB 가장/MAG 좋/VA,1,0,0,0
에서/JKB 그/NP 가/JKS,1,0,0,0
에서/JKB 깨/VV 었/EP,0,0,1,0
에서/JKB 내려오/VV ㄴ/ETM,1,0,0,0
에서/JKB 는/JX 가장/MAG,0,0,1,0
에서/JKB 는/JX 어떤/MM,0,0,1,0
에서/JKB 는/JX 유일/NNG,0,0,1,0
에서/JKB 는/JX 이미/MAG,0,0,1,0
에서/JKB 도/JX 소변/NNG,0,0,1,0
에서/JKB 도/JX 통화/NNG,0,0,1,0
에서/JKB 돕/VV ㄹ/ETM,0,1,0,0
에서/JKB 떠들/VV 어/EC,0,0,1,0
에서/JKB 마주치/VV ㄴ/ETM,0,1,0,0
에서/JKB 미끼/NNG 가/JKS,0,0,1,0
에서/JKB 미술인/NNG 들/XSN,0,0,1,0
에서/JKB 바느질/NNG 을/JKO,0,1,0,0
에서/JKB 보/VV 면/EC,0,0,2,0
에서/JKB 불러오/VV ㄹ/ETM,0,0,1,0
에서/JKB 비참/NNG 하/XSA,0,0,1,0
에서/JKB 억울/XR 하/XSA,0,0,1,0
에서/JKB 영화/NNG 작업/NNG,0,1,0,0
에서/JKB 와/JKB 같/VA,0,0,0,1
에서/JKB 욕/NNG 튀어나오/VV,1,0,0,0
에서/JKB 유사/XR 성/XSN,1,0,0,0
에서/JKB 작품/NNG 하나/NR,0,1,0,0
에서/JKB 잔뼈/NNG 가/JKS,0,0,1,0
에서/JKB 재/XPN 해석/NNG,0,0,1,0
에서/JKB 편모/NNG 들/XSN,0,0,1,0
에서/JKB 항상/MAG 태극기/NNG,0,0,1,0
에어로빅/NNG 비디오/NNG 가/JKS,0,1,0,0
여/EC 연민/NNG 의/JKG,0,0,1,0
여/XSN 곳/NNG 을/JKO,0,0,1,0
여/XSN 달러/NNB 에/JKB,0,0,1,0
여/XSN 만/NR 원/NNG,1,0,0,0
여기/NP ㄴ/JX 곧/MAG,0,0,1,0
여기/NP 에/JKB 하나/NR,0,0,1,0
여기/VV 어/EC 지/VX,0,1,0,0
여러/MM 가지/NNB 문제/NNG,0,0,1,0
여러/MM 사람/NNG 을/JKO,0,0,1,0
여론/NNG 이/JKS 거세/VA,1,0,0,0
여물/VA ㄴ/ETM 새댁/NNG,0,0,1,0
여백/NNG 을/JKO 더/MAG,0,0,1,0
여부/NNG 도/JX 확인/NNG,0,0,1,0
여성/NNG 계/XSN 가/JKS,0,0,1,0
여성/NNG 들/XSN 보다/JKB,0,0,1,0
여성/NNG 들/XSN 의/JKG,0,0,1,0
여성/NNG 문제/NNG 들/XSN,0,0,1,0
여성/NNG 성/XSN 을/JKO,0,0,1,0
여성/NNG 에/JKB 대하/VV,1,0,0,0
여성/NNG 위원/NNG 참여/NNG,0,0,1,0
여성/NNG 의/JKG 심리/NNG,0,1,0,0
여성/NNG 임금/NNG 남성/NNG,0,1,0,0
여성/NNG 질환/NNG 많/VA,0,1,0,0
여성/NNG 채용/NNG 꺼리/VV,0,0,1,0
여성/NNG 환자/NNG 들/XSN,0,1,0,0
여유/NNG 가/JKS 생기/VV,0,0,1,0
여자/NNG 는/JX 어리/VA,0,0,1,0
여자/NNG 는/JX 욕망/NNG,0,1,0,0
여자/NNG 와/JKB 사귀/VV,1,0,0,0
여지/NNG 없이/MAG 드러나/VV,1,0,0,0
여지껏/MAG 힘겹/VA 게/EC,0,0,1,0
여차/XR 하/XSA 면/EC,0,0,0,1
역사/NNG 가/JKS 짧/VA,0,0,1,0
역사/NNG 상/XSN 처음/NNG,0,0,1,0
역사/NNG 연구/NNG 를/JKO,0,1,0,0
역사/NNG 의/JKG 현재/NNG,0,1,0,0
역사/NNG 적/XSN 이/VCP,0,0,1,0
역설/NNG 적/XSN 이/VCP,0,0,1,0
역시/MAG 이색/NNG 적/XSN,0,0,1,0
역시/MAG 한국/NNP 적/XSN,0,1,0,0
연구/NNG 를/JKO 본격/NNG,0,1,0,0
연구/NNG 를/JKO 읽/VV,0,1,0,0
연구/NNG 하/XSV ㄴ/ETM,0,0,1,0
연극/NNG 이/JKS 공포/NNG,0,0,1,0
연기/NNG 에/JKB 대하/VV,0,0,1,0
연기/NNG 연습/NNG 을/JKO,0,0,1,0
연기/NNG 하/XSV 아야/EC,0,0,1,0
연민/NNG 의/JKG 정/NNG,0,0,1,0
연습/NNG 을/JKO 하/VV,0,0,1,0
열/NNG 을/JKO 올리/VV,0,0,1,0
열/NR 두/MM 곡/NNG,0,0,1,0
열/VV 고/EC 자/VV,0,0,1,0
열/VV 어야/EC 하/VX,0,0,1,0
열/VV 었/EP 는데/EC,0,0,1,0
열리/VV 어/EC 있/VX,0,1,0,0
열망/NNG 적도/NNG 보다/JKB,0,0,1,0
열쇠/NNG 처럼/JKB 보이/VV,0,0,1,0
엿보/VV ㄹ/ETM 수/NNB,0,0,1,0
영감/NNG 의/JKG 원천/NNG,0,0,1,0
영욕/NNG 을/JKO 함께/MAG,0,0,1,0
영원히/MAG 풀리/VV 지/EC,0,0,1,0
영향/NNG 도/JX 크/VA,0,0,1,0
영혼/NNG 들/XSN 의/JKG,0,0,1,0
영혼/NNG 에/JKB 이르/VV,0,0,1,0
영혼/NNG 의/JKG 지진/NNG,0,0,1,0
영혼/NNG 이/JKS 깃들/VV,0,0,1,0
영화/NNG 가/JKS 나/NP,0,0,1,0
영화/NNG 를/JKO 방불/XR,1,0,0,0
영화/NNG 를/JKO 보/VV,0,0,1,0
영화/NNG 를/JKO 제치/VV,0,0,1,0
영화/NNG 에/JKB 대하/VV,0,1,0,0
영화/NNG 와/JC 연기/NNG,0,0,1,0
영화/NNG 작업/NNG 을/JKO,0,2,0,0
영화/NNG 출연/NNG 도/JX,0,1,0,0
예/NNG 를/JKO 들/VV,0,0,1,0
예상/NNG 하/XSV 지/EC,1,0,0,0
예수/NNP 나/JC 석가모니/NNP,0,0,1,0
예술/NNG 성/XSN 을/JKO,0,0,1,0
예술/NNG 을/JKO 입히/VV,0,0,1,0
예술/NNG 의/JKG 정취/NNG,0,0,1,0
예술/NNG 이/VCP 다/EF,0,0,1,0
예술/NNG 적/XSN 이/VCP,0,0,1,0
예술의전당/NNP 관계자/NNG 들/XSN,0,0,1,0
예술품/NNG 을/JKO 자처/NNG,0,0,1,0
예전/NNG 의/JKG 활기/NNG,0,0,1,0
옛/MM 말씀/NNG 을/JKO,0,0,1,0
옛/MM 시절/NNG 추억/NNG,0,0,1,0
옛글/NNG 은/JX 자꾸/MAG,0,0,1,0
오*/VV ㄴ/ETM 욕심/NNG,0,0,1,0
오/VV ㄴ/ETM 듯/NNB,0,0,1,0
오/VV ㄹ/ETM 때/NNG,0,0,1,0
오/VX ㄴ/ETM 것/NNB,0,0,1,0
오/VX ㄴ/ETM 기나길/VA,1,0,0,0
오/VX 던/ETM 사항/NNG,0,0,1,0
오/VX 았/EP 는지/EC,1,0,0,0
오/VX 았/EP 다/EF,0,1,0,0
오늘날/NNG 거대/XR 하/XSA,0,0,1,0
오랜/MM 사색/NNG 을/JKO,1,0,0,0
오랜/MM 시간/NNG 을/JKO,1,0,0,0
오랫동안/NNG 잊/VV 고/EC,0,1,0,0
오른/MM 손목/NNG 의/JKG,0,1,0,0
오만/NNG 이/VCP 자/EC,0,0,1,0
오빠/NNG 보/VV 러/EC,0,0,1,0
오히려/MAG 건강/NNG 이/JKS,0,0,1,0
오히려/MAG 깊/VA 게/EC,1,0,0,0
오히려/MAG 훨씬/MAG 더/MAG,0,0,1,0
옥살이/NNG 를/JKO 하/VV,0,0,1,0
온/MM 가족/NNG 이/JKS,0,0,1,0
온/MM 나라/NNG 를/JKO,0,0,1,0
온기/NNG 를/JKO 더하/VV,0,0,1,0
온통/MAG 다리/NNG 를/JKO,0,1,0,0
올리/VV 게/EC 되/VV,0,0,1,0
올리/VV 기/ETN 가/JKS,0,0,1,0
옮기/VV 어/EC 읽/VV,0,0,1,0
옷/NNG 잘/MAG 입/VV,0,0,1,0
옹호/NNG 하/XSV 는/ETM,0,0,1,0
와*/JC 현실/NNG 을/JKO,0,0,1,0
와/JC 관심/NNG 이/JKS,0,0,1,0
와/JC 궤변/NNG 으로/JKB,1,0,0,0
와/JC 뭇/MM 벌레/NNG,0,1,0,0
와/JC 사회/NNG 의/JKG,1,0,0,0
와/JC 삶/NNG 의/JKG,0,0,1,0
와/JC 생선/NNG 을/JKO,0,0,1,0
와/JC 암흑/NNG 의/JKG,0,0,1,0
와/JC 연기/NNG 에/JKB,0,0,1,0
와/JC 정신/NNG 을/JKO,0,1,0,0
와/JC 지/NNG 적/XSN,0,0,1,0
와/JC 채소/NNG 를/JKO,0,0,1,0
와/JC 카메라/NNG 움직임/NNG,0,0,1,0
와/JC 환호/NNG 를/JKO,0,0,1,0
와/JKB 같/VA 은/ETM,0,0,1,0
와/JKB 따로/MAG 식물/NNG,0,0,1,0
와/JKB 무관/XR 하/XSA,0,0,1,0
와/JKB 사귀/VV 고/EC,1,0,0,0
와/JKB 크/VA 게/EC,0,1,0,0
완전/NNG 하/XSA ㄴ/ETM,0,0,1,0
완전/NNG 하/XSA 았/EP,0,0,1,0
완전히/MAG 자기/NP 들/XSN,0,0,1,0
왕년/NNG 의/JKG 전투/NNG,0,1,0,0
왕성/XR 하/XSA ㄴ/ETM,0,0,1,0
왕실/NNG 의/JKG 복식관/NNG,0,1,0,0
왜/MAG 그렇/VA 게/EC,1,0,0,0
외국/NNG 에/JKB 비/NNG,1,0,0,0
외국/NNG 에서/JKB 는/JX,0,0,1,0
외길/NNG 인생/NNG 을/JKO,0,1,0,0
외롭/VA 었/EP 던/ETM,0,0,1,0
외면/NNG 받/VV 게/EC,0,0,1,0
외제/NNG 에/JKB 손색/NNG,1,0,0,0
요리/NNG 학원/NNG 을/JKO,0,0,1,0
요원/NNG 들/XSN 이/JKS,0,1,0,0
요지경/NNG 의/JKG 연속/NNG,0,0,1,0
욕/NNG 튀어나오/VV 게/EC,1,0,0,0
욕망/NNG 을/JKO 유지/NNG,0,1,0,0
욕망/NNG 을/JKO 일깨우/VV,0,1,0,0
욕망/NNG 이/JKS 서로/MAG,0,1,0,0
욕심/NNG 에서/JKB 가/JKC,0,1,0,0
욕심/NNG 쟁이/XSN 곰/NNG,0,0,1,0
욕심내/VV 고/EC 하/VX,0,0,1,0
용서/NNG 하/XSV 아/EC,0,0,1,0
용인/NNG 되/XSV ㄹ/ETM,0,0,1,0
용품/NNG 교환전/NNG 을/JKO,0,0,1,0
용품/NNG 싸/VA 게/EC,0,0,1,0
우뚝/MAG 하/XSA ㄴ/ETM,0,0,1,0
우려/NNG 가/JKS 나오/VV,0,0,1,0
우려/NNG 가/JKS 있/VV,0,0,1,0
우려/NNG 를/JKO 하/VV,0,0,1,0
우려/NNG 의/JKG 눈/NNG,0,0,1,0
우려/NNG 의/JKG 목소리/NNG,1,0,0,0
우리/NP 고유/NNG 건축/NNG,0,0,1,0
우리/NP ㄴ/JX 무엇/NP,0,0,1,0
우리/NP ㄴ/JX 어디/NP,0,0,1,0
우리/NP 나라/NNG 의/JKG,0,1,0,0
우리/NP 들/XSN 앞/NNG,0,0,1,0
우리/NP 들/XSN 의/JKG,0,0,1,0
우리/NP 를/JKO 잡/VV,0,0,1,0
우리/NP 모두/MAG 발/NNG,0,0,1,0
우리/NP 삶/NNG 의/JKG,0,0,1,0
우리/NP 식탁/NNG 을/JKO,0,0,1,0
우리/NP 의/JKG 살/NNG,0,0,1,0
우리말/NNG 로/JKB 옮기/VV,0,0,1,0
우수상/NNG 을/JKO 받/VV,1,0,0,0
우스꽝스럽/VA ㄴ/ETM 요지경/NNG,0,0,1,0
우연/NNG 이/JKS 남발/NNG,0,1,0,0
우울/NNG 정신병/NNG 으로/JKB,0,0,1,0
우정/NNG 으로/JKB 하나/NR,0,0,1,0
우주/NNG 적/XSN 영혼/NNG,0,0,1,0
우호/NNG 관계/NNG 에/JKB,1,0,0,0
운동/NNG 단체/NNG 가/JKC,0,0,1,0
운동/NNG 에/JKB 크/VA,0,0,1,0
운동/NNG 을/JKO 하/VV,0,0,1,0
운동/NNG 이/JKS 벌어지/VV,1,0,0,0
운보/NNG 답/XSA ㄴ/ETM,0,0,1,0
운항/NNG 하/XSV 시/EP,0,0,1,0
울/NP 모두/MAG 쵸티/NNP,0,0,1,0
울/VV 시/EP ㅂ시오/EF,0,0,1,0
울리/VV 던/ETM 힘차/VA,0,0,1,0
울리/VV ㄹ/ETM 경우/NNG,0,0,1,0
울림/NNG 으로/JKB 변하/VV,0,0,1,0
울음/NNG 을/JKO 막/VV,0,0,1,0
울음/NNG 이/JKS 나오/VV,0,0,1,0
움직임/NNG 없/VA 을/ETM,0,0,1,0
움직임/NNG 을/JKO 조절/NNG,0,0,1,0
움직임/NNG 이/JKS 일/VV,0,0,1,0
웃/VV 다/EC 울/VV,0,0,1,0
웃기/VV 고/EC 울리/VV,0,0,1,0
웃음/NNG 이/JKS 그치/VV,0,0,1,0
웃음/NNG 이/JKS 나오/VV,0,0,1,0
웅비/NNG 의/JKG 상징/NNG,0,0,1,0
원/NNG 을/JKO 훨씬/MAG,0,1,0,0
원/NNG 의/JKG 성금/NNG,1,0,0,0
원/NNG 이나/JX 되/VV,1,0,0,0
원/NNG 주/VV 고/EC,0,0,1,0
원/NNG 짜리/XSN 악기/NNG,0,0,1,0
원래/NNG 배/NNP 감독/NNG,0,1,0,0
원칙/NNG 으로/JKB 하/VV,0,0,1,0
월/NNB 부터/JX 안/MAG,0,0,1,0
위/NNG 에/JKB 돌/NNG,0,0,1,0
위기/NNG 를/JKO 맞/VV,1,0,0,0
위기/NNG 를/JKO 인식/NNG,0,0,1,0
위기/NNG 에/JKB 처하/VV,0,0,1,0
위기감/NNG 에/JKB 사로잡히/VV,1,0,0,0
위대/XR 하/XSA ㄴ/ETM,0,0,1,0
위상/NNG 을/JKO 점검/NNG,0,0,1,0
위시/NNG 하/XSV 아서/EC,0,0,0,1
위원/NNG 참여/NNG 는/JX,0,0,1,0
위주/NNG 로/JKB 흘러가/VV,0,1,0,0
위치/NNG 를/JKO 맞추/VV,0,0,1,0
위치/NNG 를/JKO 차지/NNG,0,0,1,0
위통/NNG 등/NNB 이/JKS,0,0,1,0
위하/VV ㄴ/ETM 노력/NNG,0,0,1,0
위하/VV 아/EC 나서/VV,0,0,1,0
위하/VV 아/EC 나약/XR,0,0,1,0
위하/VV 아/EC 쓰/VV,0,0,1,0
위헌/NNG 소지/NNG 가/JKS,1,0,0,0
위험/NNG 많/VA 다/EF,1,0,0,0
위험/NNG 성/XSN 이/JKS,0,0,1,0
위험/NNG 이/JKS 높/VA,1,1,0,0
유감/NNG 스럽/XSA 기/ETN,1,0,0,0
유공자/NNG 가/JKC 되/VV,0,1,0,0
유기/NNG 를/JKO 하/VV,0,0,1,0
유기/NNG 적/XSN 으로/JKB,0,0,1,0
유난/NNG 을/JKO 떨/VV,0,0,1,0
유달리/MAG 난해/XR 하/XSA,0,0,1,0
유리/NNG 눈/NNG 이/JKS,0,0,1,0
유명/XR 하/XSA ㄴ/ETM,0,0,1,0
유민/NNG 의/JKG 아픔/NNG,0,0,1,0
유사*/NNG 하/XSA ㄴ/ETM,0,1,0,0
유사/XR 성/XSN 과/JC,1,0,0,0
유수/NNG 의/JKG 지휘자/NNG,1,0,0,0
유일/NNG 하/XSA ㄴ/ETM,0,0,1,0
유지/NNG 시키/XSV 는/ETM,0,1,0,0
유지/NNG 하/XSV 는/ETM,0,1,0,0
유치원/NNG 어린이/NNG 들/XSN,0,0,1,0
유해/NNG 하/XSV ㄴ/ETM,0,0,1,0
유행/NNG 이/VCP 었/EP,0,0,1,0
유행가/NNG 책/NNG 꺼내/VV,0,1,0,0
윤전기/NNG 노동자/NNG 이/VCP,0,0,1,0
으나/EC 앞/NNG 으로/JKB,0,0,1,0
으니/EC 세속/NNG 적/XSN,0,1,0,0
으라고/EC 등산인/NNG 들/XSN,0,0,1,0
으려고/EC 까맣/VA ㄴ/ETM,0,0,1,0
으려는/ETM 의도/NNG 가/JKS,0,0,1,0
으로/JKB 가/VV 네/EC,0,1,0,0
으로/JKB 가/VV 는/ETM,0,0,1,0
으로/JKB 가득/MAG 차/VV,2,0,0,0
으로/JKB 가슴/NNG 이/JKS,1,0,0,0
으로/JKB 간주/NNG 하/XSV,0,1,0,0
으로/JKB 강화/NNG 되/XSV,0,0,1,0
으로/JKB 관광객/NNG 이/JKS,0,1,0,0
으로/JKB 권/NNG 하/XSV,0,0,1,0
으로/JKB 그/MM 소외/NNG,0,0,1,0
으로/JKB 그리고/MAJ 힘/NNG,0,0,1,0
으로/JKB 기대/NNG 되/XSV,0,0,1,0
으로/JKB 남/VV 았/EP,0,0,1,0
으로/JKB 는/JX 처음/NNG,0,0,1,0
으로/JKB 단맛/NNG 을/JKO,0,0,1,0
으로/JKB 단정/NNG 하/XSV,0,0,1,0
으로/JKB 돌아가/VV 잖아요/EF,0,0,1,0
으로/JKB 떠나/VV ㄴ/ETM,0,1,0,0
으로/JKB 뛰/VV 어/EC,0,0,1,0
으로/JKB 멀/VA 게/EC,0,1,0,0
으로/JKB 밤/NNG 을/JKO,0,0,1,0
으로/JKB 보/VV 면/EC,0,1,0,0
으로/JKB 부족/NNG 하/XSA,0,0,1,0
으로/JKB 송편/NNG 을/JKO,0,0,1,0
으로/JKB 숨/VV 어/EC,0,0,2,0
으로/JKB 신속히/MAG 대응/NNG,0,0,1,0
으로/JKB 실현/NNG 되/XSV,0,0,1,0
으로/JKB 알리/VV 어/EC,0,0,1,0
으로/JKB 연기/NNG 하/XSV,0,0,1,0
으로/JKB 유명/XR 하/XSA,0,0,1,0
으로/JKB 인/NNG 하/XSV,0,1,0,0
으로/JKB 입/NNG 문지르/VV,0,0,1,0
으로/JKB 자리/NNG 잡/VV,0,0,1,0
으로/JKB 저/XPN 임금/NNG,0,0,1,0
으로/JKB 전하/VV ㄴ다고/EC,0,0,1,0
으로/JKB 제기/NNG 되/XSV,0,0,1,0
으로/JKB 증명/NNG 하/XSV,0,1,0,0
으로/JKB 진단/NNG 받/VV,0,0,1,0
으로/JKB 추정/NNG 되/XSV,0,0,1,0
으로/JKB 파악/NNG 하/XSV,0,0,1,0
으로/JKB 팔리/VV 어/EC,0,0,1,0
으로/JKB 풀이/NNG 하/XSV,1,0,0,0
으로/JKB 피서/NNG 가*/VV,0,1,0,0
으로/JKB 하나/NR 를/JKO,0,0,1,0
으로/JKB 하늘/NNG 을/JKO,0,0,1,0
으로/JKB 한/MM 영화/NNG,0,0,1,0
으로/JKB 항균/NNG 성/XSN,0,0,1,0
